attempt_id,student_id,question_id,topic,difficulty,timestamp,selected_option,is_correct,time_taken_seconds
A002301,S028,Q0083,Neural_Networks,4.0,2026-08-31 23:31:57,b,1,43.0
A000538,S007,Q0087,CNN,1.0,2026-08-31 23:35:57,b,1,35.0
A002786,S034,Q0107,RNN,1.0,2026-08-31 23:43:57,a,1,38.0
A002639,S032,Q0092,CNN,3.0,2026-08-31 23:45:57,d,0,45.0
A002871,S035,Q0094,CNN,5.0,2026-08-31 23:49:57,b,0,75.0
A001641,S020,Q0035,Data_Structures,4.0,2026-08-31 23:55:57,b,0,47.0
A000194,S003,Q0058,AI_Basics,5.0,2026-08-31 23:58:57,c,0,63.0
A000191,S003,Q0082,Neural_Networks,2.0,2026-09-01 00:00:57,b,1,21.0
A000887,S011,Q0011,Math_Basics,1.0,2026-09-01 00:02:57,c,1,30.0
A002470,S030,Q0067,ML,3.0,2026-09-01 00:04:57,b,1,38.0
A002640,S032,Q0015,Python,2.0,2026-09-01 00:15:57,b,1,37.0
A001136,S014,Q0076,Neural_Networks,2.0,2026-09-01 00:21:57,d,0,31.0
A000021,S001,Q0124,NLP,2.0,2026-09-01 01:04:57,a,1,34.0
A002305,S028,Q0022,Python,4.0,2026-09-01 01:12:57,a,1,35.0
A001554,S019,Q0124,NLP,2.0,2026-09-01 01:15:57,a,1,
A001133,S014,Q0118,LSTM,4.0,2026-09-01 01:24:57,d,0,76.0
A003208,S039,Q0058,AI_Basics,5.0,2026-09-01 01:31:57,a,0,64.0
A002215,S027,Q0107,RNN,1.0,2026-09-01 01:37:57,a,1,23.0
A002544,S031,Q0128,NLP,1.0,2026-09-01 01:38:57,b,1,17.0
A003298,S040,Q0021,Python,5.0,2026-09-01 01:39:57,a,0,52.0
A002636,S032,Q0048,Statistics,4.0,2026-09-01 01:47:57,a,0,49.0
A002954,S036,Q0070,ML,5.0,2026-09-01 01:51:57,a,0,88.0
A001638,S020,Q0117,LSTM,5.0,2026-09-01 02:01:57,b,1,42.0
A001312,S016,Q0099,RNN,2.0,2026-09-01 02:03:57,a,1,31.0
A000435,S006,Q0059,AI_Basics,4.0,2026-09-01 02:08:57,a,1,54.0
A000356,S005,Q0011,Math_Basics,1.0,2026-09-01 02:22:57,c,1,21.0
A000436,S006,Q0130,NLP,2.0,2026-09-01 02:31:57,a,1,32.0
A000798,S010,Q0003,Math_Basics,1.0,2026-09-01 02:36:57,b,1,44.0
A001233,S015,Q0099,RNN,2.0,2026-09-01 02:41:57,a,1,21.0
A002867,S035,Q0011,Math_Basics,1.0,2026-09-01 02:53:57,c,1,13.0
A000889,S011,Q0109,LSTM,4.0,2026-09-01 02:54:57,d,0,44.0
A001810,S022,Q0077,Neural_Networks,2.0,2026-09-01 02:54:57,a,1,9.0
A001134,S014,Q0045,Statistics,1.0,2026-09-01 03:03:57,b,1,30.0
A001963,S024,Q0071,ML,3.0,2026-09-01 03:11:57,b,1,44.0
A002389,S029,Q0093,CNN,4.0,2026-09-01 03:15:57,d,0,56.0
A001319,S016,Q0017,Python,2.0,2026-09-01 03:28:57,b,1,39.0
A000983,S012,Q0042,Statistics,5.0,2026-09-01 03:45:57,a,0,39.0
A002054,S025,Q0096,CNN,3.0,2026-09-01 03:59:57,b,1,47.0
A000627,S008,Q0121,NLP,3.0,2026-09-01 04:08:57,d,0,42.0
A001969,S024,Q0012,Math_Basics,4.0,2026-09-01 04:09:57,a,1,37.0
A002126,S026,Q0060,AI_Basics,1.0,2026-09-01 04:10:57,b,1,16.0
A001724,S021,Q0099,RNN,2.0,2026-09-01 04:35:57,a,1,26.0
A003214,S039,Q0047,Statistics,5.0,2026-09-01 04:39:57,c,0,64.0
A001472,S018,Q0066,ML,2.0,2026-09-01 04:43:57,a,1,27.0
A001895,S023,Q0014,Python,3.0,2026-09-01 05:04:57,a,1,35.0
A002399,S029,Q0063,ML,2.0,2026-09-01 05:07:57,b,1,33.0
A000200,S003,Q0033,Data_Structures,2.0,2026-09-01 05:09:57,c,0,39.0
A002310,S028,Q0078,Neural_Networks,3.0,2026-09-01 05:32:57,b,1,29.0
A000628,S008,Q0067,ML,3.0,2026-09-01 05:46:57,c,0,54.0
A000360,S005,Q0104,RNN,2.0,2026-09-01 05:53:57,a,0,38.0
A001968,S024,Q0012,Math_Basics,4.0,2026-09-01 05:58:57,a,1,47.0
A001648,S020,Q0109,LSTM,4.0,2026-09-01 06:04:57,a,1,43.0
A003124,S038,Q0025,Data_Structures,4.0,2026-09-01 06:11:57,d,0,46.0
A003215,S039,Q0068,ML,2.0,2026-09-01 06:24:57,a,0,35.0
A002720,S033,Q0061,ML,3.0,2026-09-01 06:24:57,b,1,31.0
A001972,S024,Q0005,Math_Basics,3.0,2026-09-01 06:27:57,a,1,34.0
A000358,S005,Q0055,AI_Basics,3.0,2026-09-01 06:29:57,a,1,45.0
A000719,S009,Q0011,Math_Basics,1.0,2026-09-01 06:30:57,c,1,21.0
A001144,S014,Q0131,NLP,1.0,2026-09-01 06:34:57,a,1,21.0
A002723,S033,Q0121,NLP,3.0,2026-09-01 06:35:57,a,1,34.0
A000027,S001,Q0027,Data_Structures,2.0,2026-09-01 06:38:57,b,1,-5.0
A003222,S039,Q0034,Data_Structures,3.0,2026-09-01 06:49:57,b,1,46.0
A001727,S021,Q0101,RNN,1.0,2026-09-01 06:50:57,b,1,25.0
A000446,S006,Q0040,Statistics,3.0,2026-09-01 07:01:57,b,1,30.0
A001813,S022,Q0127,NLP,3.0,2026-09-01 07:03:57,b,1,39.0
A001140,S014,Q0106,RNN,5.0,2026-09-01 07:08:57,a,0,69.0
A001970,S024,Q0121,NLP,3.0,2026-09-01 07:10:57,a,1,23.0
A000201,S003,Q0076,Neural_Networks,2.0,2026-09-01 07:17:57,b,1,26.0
A001643,S020,Q0011,Math_Basics,1.0,2026-09-01 07:26:57,c,1,20.0
A003304,S040,Q0113,LSTM,5.0,2026-09-01 07:31:57,a,0,46.0
A000901,S011,Q0049,AI_Basics,4.0,2026-09-01 07:36:57,a,1,60.0
A002797,S034,Q0124,NLP,2.0,2026-09-01 07:39:57,a,1,37.0
A002547,S031,Q0052,AI_Basics,3.0,2026-09-01 07:44:57,b,1,35.0
A002962,S036,Q0067,ML,3.0,2026-09-01 07:44:57,a,0,64.0
A001730,S021,Q0120,LSTM,5.0,2026-09-01 07:48:57,a,0,41.0
A002052,S025,Q0112,LSTM,3.0,2026-09-01 08:02:57,a,1,31.0
A002472,S030,Q0012,Math_Basics,4.0,2026-09-01 08:09:57,b,0,72.0
A000547,S007,Q0026,Data_Structures,2.0,2026-09-01 08:15:57,d,0,34.0
A000118,S002,Q0024,Python,1.0,2026-09-01 08:16:57,c,1,25.0
A000714,S009,Q0023,Python,4.0,2026-09-01 08:16:57,d,0,63.0
A001650,S020,Q0056,AI_Basics,1.0,2026-09-01 08:18:57,b,1,32.0
A002216,S027,Q0128,NLP,1.0,2026-09-01 08:19:57,b,1,12.0
A001647,S020,Q0106,RNN,5.0,2026-09-01 08:24:57,a,0,48.0
A002224,S027,Q0069,ML,5.0,2026-09-01 08:51:57,b,0,61.0
A000022,S001,Q0049,AI_Basics,4.0,2026-09-01 09:16:57,c,0,45.0
A002548,S031,Q0128,NLP,1.0,2026-09-01 09:20:57,b,1,22.0
A001728,S021,Q0057,AI_Basics,1.0,2026-09-01 09:22:57,a,1,19.0
A002721,S033,Q0016,Python,3.0,2026-09-01 09:35:57,a,1,14.0
A002398,S029,Q0084,Neural_Networks,1.0,2026-09-01 09:43:57,b,1,26.0
A002394,S029,Q0093,CNN,4.0,2026-09-01 09:49:57,d,0,63.0
A000546,S007,Q0066,ML,2.0,2026-09-01 10:02:57,d,0,37.0
A003217,S039,Q0045,Statistics,1.0,2026-09-01 10:02:57,d,0,30.0
A000899,S011,Q0047,Statistics,5.0,2026-09-01 10:06:57,c,0,57.0
A001142,S014,Q0046,Statistics,3.0,2026-09-01 10:30:57,b,0,41.0
A002964,S036,Q0001,Math_Basics,5.0,2026-09-01 10:43:57,a,0,67.0
A001560,S019,Q0006,Math_Basics,5.0,2026-09-01 10:50:57,d,0,58.0
A000980,S012,Q0018,Python,1.0,2026-09-01 10:50:57,b,1,20.0
A002309,S028,Q0011,Math_Basics,1.0,2026-09-01 10:53:57,c,1,17.0
A001897,S023,Q0083,Neural_Networks,4.0,2026-09-01 10:59:57,b,1,54.0
A001731,S021,Q0025,Data_Structures,4.0,2026-09-01 11:39:57,d,0,49.0
A002124,S026,Q0039,Statistics,3.0,2026-09-01 11:50:57,b,1,34.0
A001812,S022,Q0102,RNN,2.0,2026-09-01 11:59:57,a,1,25.0
A001559,S019,Q0001,Math_Basics,5.0,2026-09-01 12:09:57,a,0,57.0
A001318,S016,Q0092,CNN,3.0,2026-09-01 12:19:57,a,1,36.0
A000803,S010,Q0083,Neural_Networks,4.0,2026-09-01 12:33:57,d,0,
A003219,S039,Q0072,ML,5.0,2026-09-01 12:40:57,b,0,66.0
A000900,S011,Q0039,Statistics,3.0,2026-09-01 12:40:57,b,1,34.0
A002551,S031,Q0081,Neural_Networks,5.0,2026-09-01 12:45:57,b,1,51.0
A000443,S006,Q0100,RNN,3.0,2026-09-01 12:55:57,b,1,27.0
A002642,S032,Q0103,RNN,3.0,2026-09-01 12:59:57,d,0,54.0
A000630,S008,Q0103,RNN,3.0,2026-09-01 13:00:57,d,0,59.0
A001645,S020,Q0107,RNN,1.0,2026-09-01 13:13:57,a,1,20.0
A000023,S001,Q0105,RNN,4.0,2026-09-01 13:18:57,a,0,44.0
A001729,S021,Q0008,Math_Basics,5.0,2026-09-01 13:37:57,a,1,46.0
A003123,S038,Q0017,Python,2.0,2026-09-01 13:50:57,c,0,43.0
A000117,S002,Q0088,CNN,2.0,2026-09-01 13:51:57,b,1,23.0
A000717,S009,Q0121,NLP,3.0,2026-09-01 13:59:57,b,0,49.0
A001653,S020,Q0041,Statistics,4.0,2026-09-01 14:07:57,b,1,36.0
A000981,S012,Q0066,ML,2.0,2026-09-01 14:12:57,a,1,32.0
A002219,S027,Q0003,Math_Basics,1.0,2026-09-01 14:14:57,b,1,16.0
A002794,S034,Q0085,CNN,5.0,2026-09-01 14:14:57,b,1,46.0
A002222,S027,Q0112,LSTM,3.0,2026-09-01 14:18:57,c,0,45.0
A000716,S009,Q0121,NLP,3.0,2026-09-01 14:21:57,d,0,48.0
A000631,S008,Q0048,Statistics,4.0,2026-09-01 14:27:57,a,0,65.0
A003041,S037,Q0108,RNN,5.0,2026-09-01 14:28:57,c,0,60.0
A003221,S039,Q0010,Math_Basics,2.0,2026-09-01 14:29:57,d,0,29.0
A003042,S037,Q0051,AI_Basics,3.0,2026-09-01 14:38:57,a,0,29.0
A001141,S014,Q0091,CNN,2.0,2026-09-01 14:41:57,b,1,41.0
A001899,S023,Q0130,NLP,2.0,2026-09-01 14:42:57,a,1,30.0
A003127,S038,Q0071,ML,3.0,2026-09-01 14:45:57,b,1,45.0
A000361,S005,Q0037,Statistics,4.0,2026-09-01 14:48:57,a,0,55.0
A002220,S027,Q0049,AI_Basics,4.0,2026-09-01 15:12:57,a,1,42.0
A001893,S023,Q0127,NLP,3.0,2026-09-01 15:25:57,c,0,52.0
A000715,S009,Q0076,Neural_Networks,2.0,2026-09-01 15:30:57,c,0,34.0
A001971,S024,Q0060,AI_Basics,1.0,2026-09-01 16:04:57,b,1,14.0
A000626,S008,Q0068,ML,2.0,2026-09-01 16:06:57,c,0,45.0
A002876,S035,Q0095,CNN,5.0,2026-09-01 16:31:57,a,0,95.0
A001649,S020,Q0057,AI_Basics,1.0,2026-09-01 16:31:57,a,1,23.0
A003218,S039,Q0089,CNN,1.0,2026-09-01 16:33:57,b,1,24.0
A001471,S018,Q0058,AI_Basics,5.0,2026-09-01 16:35:57,d,0,62.0
A003303,S040,Q0080,Neural_Networks,2.0,2026-09-01 16:39:57,a,1,23.0
A002055,S025,Q0037,Statistics,4.0,2026-09-01 16:52:57,c,1,35.0
A003301,S040,Q0047,Statistics,5.0,2026-09-01 16:57:57,c,0,29.0
A002647,S032,Q0083,Neural_Networks,4.0,2026-09-01 17:05:57,a,0,43.0
A000982,S012,Q0107,RNN,1.0,2026-09-01 17:14:57,a,1,16.0
A002963,S036,Q0075,Neural_Networks,5.0,2026-09-01 17:17:57,d,0,70.0
A001898,S023,Q0099,RNN,2.0,2026-09-01 17:22:57,a,1,30.0
A002223,S027,Q0095,CNN,5.0,2026-09-01 17:24:57,b,1,42.0
A003220,S039,Q0056,AI_Basics,1.0,2026-09-01 17:31:57,b,1,34.0
A000903,S011,Q0113,LSTM,5.0,2026-09-01 17:38:57,b,1,43.0
A001726,S021,Q0061,ML,3.0,2026-09-01 17:46:57,b,1,27.0
A002218,S027,Q0103,RNN,3.0,2026-09-01 17:46:57,d,0,31.0
A000025,S001,Q0041,Statistics,4.0,2026-09-01 17:50:57,c,0,42.0
A002397,S029,Q0109,LSTM,4.0,2026-09-01 18:03:57,b,0,53.0
A000902,S011,Q0058,AI_Basics,5.0,2026-09-01 18:15:57,c,0,53.0
A002552,S031,Q0099,RNN,2.0,2026-09-01 18:34:57,a,1,31.0
A000894,S011,Q0056,AI_Basics,1.0,2026-09-01 18:34:57,b,1,28.0
A001646,S020,Q0130,NLP,2.0,2026-09-01 18:41:57,c,0,23.0
A000898,S011,Q0005,Math_Basics,3.0,2026-09-01 19:02:57,b,0,47.0
A000896,S011,Q0008,Math_Basics,5.0,2026-09-01 19:07:57,c,0,70.0
A001644,S020,Q0117,LSTM,5.0,2026-09-01 19:11:57,d,0,41.0
A000904,S011,Q0127,NLP,3.0,2026-09-01 19:15:57,a,0,34.0
A002312,S028,Q0100,RNN,3.0,2026-09-01 19:23:57,b,1,17.0
A000445,S006,Q0112,LSTM,3.0,2026-09-01 19:32:57,a,1,25.0
A002553,S031,Q0112,LSTM,3.0,2026-09-01 19:51:57,a,1,31.0
A002796,S034,Q0109,LSTM,4.0,2026-09-01 19:56:57,d,0,56.0
A000718,S009,Q0001,Math_Basics,5.0,2026-09-01 19:59:57,a,0,73.0
A000804,S010,Q0088,CNN,2.0,2026-09-01 20:01:57,d,0,58.0
A003128,S038,Q0071,ML,3.0,2026-09-01 20:16:57,b,1,44.0
A000028,S001,Q0013,Python,2.0,2026-09-01 20:16:57,b,1,38.0
A001322,S016,Q0023,Python,4.0,2026-09-01 20:36:57,c,0,42.0
A002129,S026,Q0052,AI_Basics,3.0,2026-09-01 20:39:57,b,1,34.0
A000444,S006,Q0060,AI_Basics,1.0,2026-09-01 20:40:57,b,1,21.0
A000279,S004,Q0129,NLP,1.0,2026-09-01 20:43:57,a,0,25.0
A002217,S027,Q0014,Python,3.0,2026-09-01 20:48:57,a,1,29.0
A003216,S039,Q0098,RNN,4.0,2026-09-01 20:51:57,d,0,61.0
A001394,S017,Q0001,Math_Basics,5.0,2026-09-01 20:58:57,c,1,33.0
A001723,S021,Q0036,Data_Structures,4.0,2026-09-01 21:01:57,a,0,23.0
A000199,S003,Q0054,AI_Basics,4.0,2026-09-01 21:06:57,c,0,52.0
A003302,S040,Q0039,Statistics,3.0,2026-09-01 21:29:57,b,1,
A002128,S026,Q0119,LSTM,4.0,2026-09-01 21:30:57,a,0,49.0
A001395,S017,Q0005,Math_Basics,3.0,2026-09-01 21:44:57,a,1,32.0
A001894,S023,Q0118,LSTM,4.0,2026-09-01 22:04:57,b,1,42.0
A001320,S016,Q0107,RNN,1.0,2026-09-01 22:06:57,a,1,32.0
A001064,S013,Q0052,AI_Basics,3.0,2026-09-01 22:16:57,d,0,52.0
A002874,S035,Q0055,AI_Basics,3.0,2026-09-01 22:24:57,d,0,48.0
A002311,S028,Q0062,ML,2.0,2026-09-01 22:33:57,a,1,28.0
A002965,S036,Q0094,CNN,5.0,2026-09-01 22:43:57,d,0,66.0
A000442,S006,Q0034,Data_Structures,3.0,2026-09-01 22:49:57,b,1,22.0
A000629,S008,Q0025,Data_Structures,4.0,2026-09-01 22:51:57,b,0,66.0
A002053,S025,Q0123,NLP,3.0,2026-09-01 22:51:57,a,1,32.0
A001143,S014,Q0044,Statistics,3.0,2026-09-01 22:55:57,b,0,59.0
A000802,S010,Q0096,CNN,3.0,2026-09-01 22:56:57,c,0,59.0
A001651,S020,Q0064,ML,1.0,2026-09-01 23:09:57,a,1,15.0
A001473,S018,Q0029,Data_Structures,1.0,2026-09-01 23:12:57,b,1,25.0
A001062,S013,Q0072,ML,5.0,2026-09-01 23:15:57,d,0,65.0
A003125,S038,Q0117,LSTM,5.0,2026-09-01 23:25:57,d,0,63.0
A001317,S016,Q0054,AI_Basics,4.0,2026-09-01 23:28:57,b,1,51.0
A003213,S039,Q0027,Data_Structures,2.0,2026-09-01 23:30:57,a,0,30.0
A002221,S027,Q0050,AI_Basics,3.0,2026-09-01 23:45:57,b,1,20.0
A000024,S001,Q0122,NLP,5.0,2026-09-01 23:57:57,c,0,60.0
A002644,S032,Q0131,NLP,1.0,2026-09-01 23:58:57,b,0,30.0
A002395,S029,Q0013,Python,2.0,2026-09-02 00:00:57,b,1,30.0
A002795,S034,Q0063,ML,2.0,2026-09-02 00:08:57,a,0,38.0
A001316,S016,Q0018,Python,1.0,2026-09-02 00:10:57,b,1,23.0
A001063,S013,Q0099,RNN,2.0,2026-09-02 00:13:57,d,0,31.0
A000026,S001,Q0044,Statistics,3.0,2026-09-02 00:16:57,c,1,37.0
A002873,S035,Q0052,AI_Basics,3.0,2026-09-02 00:19:57,a,0,45.0
A002646,S032,Q0091,CNN,2.0,2026-09-02 00:35:57,b,1,37.0
A000801,S010,Q0080,Neural_Networks,2.0,2026-09-02 00:37:57,d,0,42.0
A002643,S032,Q0089,CNN,1.0,2026-09-02 00:38:57,b,1,19.0
A002549,S031,Q0088,CNN,2.0,2026-09-02 00:47:57,b,1,24.0
A003043,S037,Q0082,Neural_Networks,2.0,2026-09-02 01:01:57,b,1,40.0
A002798,S034,Q0034,Data_Structures,3.0,2026-09-02 01:16:57,b,1,42.0
A002125,S026,Q0117,LSTM,5.0,2026-09-02 01:17:57,c,0,57.0
A000895,S011,Q0035,Data_Structures,4.0,2026-09-02 01:18:57,c,1,44.0
A002645,S032,Q0028,Data_Structures,5.0,2026-09-02 01:41:57,a,0,56.0
A003126,S038,Q0100,RNN,3.0,2026-09-02 01:46:57,b,1,42.0
A001725,S021,Q0048,Statistics,4.0,2026-09-02 01:51:57,b,1,41.0
A001896,S023,Q0101,RNN,1.0,2026-09-02 01:53:57,b,1,19.0
A000359,S005,Q0070,ML,5.0,2026-09-02 01:54:57,c,0,48.0
A002396,S029,Q0086,CNN,2.0,2026-09-02 02:01:57,b,1,35.0
A000897,S011,Q0021,Python,5.0,2026-09-02 02:11:57,c,0,51.0
A002550,S031,Q0009,Math_Basics,2.0,2026-09-02 02:17:57,a,1,25.0
A000544,S007,Q0060,AI_Basics,1.0,2026-09-02 02:19:57,b,1,44.0
A000543,S007,Q0014,Python,3.0,2026-09-02 02:22:57,d,0,52.0
A002722,S033,Q0106,RNN,5.0,2026-09-02 02:35:57,b,1,40.0
A002308,S028,Q0099,RNN,2.0,2026-09-02 02:37:57,a,1,28.0
A000545,S007,Q0074,Neural_Networks,3.0,2026-09-02 02:38:57,c,0,52.0
A002875,S035,Q0045,Statistics,1.0,2026-09-02 02:39:57,b,1,25.0
A000806,S010,Q0124,NLP,2.0,2026-09-02 02:51:57,d,0,41.0
A001321,S016,Q0050,AI_Basics,3.0,2026-09-02 03:05:57,b,1,29.0
A000805,S010,Q0092,CNN,3.0,2026-09-02 03:12:57,d,0,62.0
A001652,S020,Q0093,CNN,4.0,2026-09-02 03:18:57,b,1,33.0
A001733,S021,Q0037,Statistics,4.0,2026-09-02 03:43:57,c,1,37.0
A002554,S031,Q0072,ML,5.0,2026-09-02 03:49:57,a,1,33.0
A001400,S017,Q0129,NLP,1.0,2026-09-02 03:55:57,b,1,8.0
A001476,S018,Q0005,Math_Basics,3.0,2026-09-02 03:56:57,d,0,40.0
A003046,S037,Q0126,NLP,2.0,2026-09-02 04:04:57,c,0,43.0
A001397,S017,Q0109,LSTM,4.0,2026-09-02 04:07:57,a,1,51.0
A000209,S003,Q0055,AI_Basics,3.0,2026-09-02 04:08:57,a,1,47.0
A002651,S032,Q0078,Neural_Networks,3.0,2026-09-02 04:14:57,a,0,52.0
A003308,S040,Q0126,NLP,2.0,2026-09-02 04:16:57,b,1,24.0
A000550,S007,Q0009,Math_Basics,2.0,2026-09-02 04:18:57,a,1,38.0
A002878,S035,Q0022,Python,4.0,2026-09-02 04:19:57,c,0,61.0
A002727,S033,Q0114,LSTM,2.0,2026-09-02 04:30:57,c,1,22.0
A000556,S007,Q0117,LSTM,5.0,2026-09-02 04:33:57,a,0,65.0
A001324,S016,Q0019,Python,5.0,2026-09-02 04:38:57,c,0,-5.0
A000557,S007,Q0010,Math_Basics,2.0,2026-09-02 04:39:57,b,1,40.0
A001978,S024,Q0097,RNN,2.0,2026-09-02 04:58:57,b,1,18.0
A003228,S039,Q0001,Math_Basics,5.0,2026-09-02 05:01:57,d,0,67.0
A000448,S006,Q0113,LSTM,5.0,2026-09-02 05:09:57,c,0,49.0
A002061,S025,Q0032,Data_Structures,5.0,2026-09-02 05:14:57,a,0,44.0
A001735,S021,Q0088,CNN,2.0,2026-09-02 05:19:57,b,1,33.0
A001563,S019,Q0069,ML,5.0,2026-09-02 05:20:57,a,1,50.0
A001973,S024,Q0007,Math_Basics,5.0,2026-09-02 05:21:57,b,0,57.0
A001145,S014,Q0068,ML,2.0,2026-09-02 05:23:57,d,0,37.0
A001561,S019,Q0004,Math_Basics,2.0,2026-09-02 05:28:57,b,1,29.0
A000987,S012,Q0024,Python,1.0,2026-09-02 05:39:57,c,1,11.0
A001325,S016,Q0123,NLP,3.0,2026-09-02 05:39:57,a,1,46.0
A001150,S014,Q0061,ML,3.0,2026-09-02 05:40:57,d,0,53.0
A002057,S025,Q0072,ML,5.0,2026-09-02 05:45:57,b,0,47.0
A003044,S037,Q0003,Math_Basics,1.0,2026-09-02 05:48:57,b,1,21.0
A000810,S010,Q0034,Data_Structures,3.0,2026-09-02 05:49:57,b,1,
A000450,S006,Q0079,Neural_Networks,5.0,2026-09-02 05:52:57,b,1,47.0
A002725,S033,Q0123,NLP,3.0,2026-09-02 05:56:57,a,1,41.0
A002401,S029,Q0037,Statistics,4.0,2026-09-02 05:57:57,c,1,48.0
A002801,S034,Q0031,Data_Structures,3.0,2026-09-02 06:03:57,c,1,35.0
A003311,S040,Q0054,AI_Basics,4.0,2026-09-02 06:04:57,b,1,37.0
A002228,S027,Q0007,Math_Basics,5.0,2026-09-02 06:54:57,b,0,53.0
A000908,S011,Q0121,NLP,3.0,2026-09-02 07:08:57,a,1,34.0
A002404,S029,Q0082,Neural_Networks,2.0,2026-09-02 07:18:57,c,0,42.0
A000454,S006,Q0044,Statistics,3.0,2026-09-02 07:23:57,c,1,33.0
A003305,S040,Q0017,Python,2.0,2026-09-02 07:29:57,b,1,17.0
A001151,S014,Q0067,ML,3.0,2026-09-02 07:34:57,a,0,58.0
A000807,S010,Q0091,CNN,2.0,2026-09-02 07:56:57,a,0,44.0
A003050,S037,Q0062,ML,2.0,2026-09-02 08:10:57,a,1,31.0
A003048,S037,Q0011,Math_Basics,1.0,2026-09-02 08:11:57,c,1,20.0
A001238,S015,Q0130,NLP,2.0,2026-09-02 08:17:57,a,1,25.0
A000549,S007,Q0130,NLP,2.0,2026-09-02 08:24:57,b,0,44.0
A002402,S029,Q0036,Data_Structures,4.0,2026-09-02 08:25:57,b,1,46.0
A002130,S026,Q0035,Data_Structures,4.0,2026-09-02 08:34:57,c,1,36.0
A001814,S022,Q0097,RNN,2.0,2026-09-02 08:43:57,b,1,22.0
A000029,S001,Q0028,Data_Structures,5.0,2026-09-02 08:46:57,d,0,68.0
A000722,S009,Q0104,RNN,2.0,2026-09-02 08:47:57,d,0,40.0
A002316,S028,Q0059,AI_Basics,4.0,2026-09-02 08:58:57,d,0,44.0
A000363,S005,Q0046,Statistics,3.0,2026-09-02 09:07:57,d,0,46.0
A000906,S011,Q0057,AI_Basics,1.0,2026-09-02 09:09:57,a,1,28.0
A000447,S006,Q0038,Statistics,2.0,2026-09-02 09:11:57,b,1,16.0
A001980,S024,Q0016,Python,3.0,2026-09-02 09:16:57,a,1,27.0
A002063,S025,Q0131,NLP,1.0,2026-09-02 09:24:57,a,1,14.0
A000990,S012,Q0054,AI_Basics,4.0,2026-09-02 09:26:57,b,1,30.0
A001657,S020,Q0075,Neural_Networks,5.0,2026-09-02 09:27:57,b,1,41.0
A001239,S015,Q0037,Statistics,4.0,2026-09-02 09:40:57,c,1,40.0
A001396,S017,Q0092,CNN,3.0,2026-09-02 09:40:57,d,0,28.0
A002649,S032,Q0008,Math_Basics,5.0,2026-09-02 09:46:57,b,0,64.0
A000449,S006,Q0107,RNN,1.0,2026-09-02 09:48:57,a,1,11.0
A002060,S025,Q0044,Statistics,3.0,2026-09-02 09:59:57,c,1,31.0
A001818,S022,Q0030,Data_Structures,2.0,2026-09-02 10:07:57,c,1,26.0
A002880,S035,Q0012,Math_Basics,4.0,2026-09-02 10:11:57,d,0,52.0
A000030,S001,Q0121,NLP,3.0,2026-09-02 10:16:57,a,1,43.0
A001236,S015,Q0023,Python,4.0,2026-09-02 10:23:57,b,1,50.0
A002650,S032,Q0042,Statistics,5.0,2026-09-02 10:26:57,a,0,71.0
A002229,S027,Q0090,CNN,1.0,2026-09-02 10:27:57,a,1,-5.0
A000119,S002,Q0090,CNN,1.0,2026-09-02 10:32:57,a,1,26.0
A000554,S007,Q0091,CNN,2.0,2026-09-02 10:38:57,b,1,45.0
A001065,S013,Q0056,AI_Basics,1.0,2026-09-02 10:39:57,b,1,25.0
A000634,S008,Q0016,Python,3.0,2026-09-02 10:40:57,c,0,53.0
A000553,S007,Q0011,Math_Basics,1.0,2026-09-02 10:54:57,c,1,27.0
A000451,S006,Q0124,NLP,2.0,2026-09-02 10:56:57,a,1,32.0
A003229,S039,Q0110,LSTM,2.0,2026-09-02 11:16:57,c,0,31.0
A000910,S011,Q0071,ML,3.0,2026-09-02 11:23:57,b,1,32.0
A001069,S013,Q0113,LSTM,5.0,2026-09-02 11:44:57,c,0,67.0
A000452,S006,Q0108,RNN,5.0,2026-09-02 11:47:57,a,0,47.0
A000905,S011,Q0052,AI_Basics,3.0,2026-09-02 11:55:57,b,1,51.0
A001901,S023,Q0027,Data_Structures,2.0,2026-09-02 11:58:57,b,1,18.0
A003129,S038,Q0063,ML,2.0,2026-09-02 12:01:57,a,0,36.0
A001071,S013,Q0028,Data_Structures,5.0,2026-09-02 12:07:57,d,0,80.0
A003223,S039,Q0067,ML,3.0,2026-09-02 12:10:57,a,0,47.0
A001817,S022,Q0106,RNN,5.0,2026-09-02 12:20:57,b,1,49.0
A003310,S040,Q0007,Math_Basics,5.0,2026-09-02 12:34:57,c,1,46.0
A001654,S020,Q0125,NLP,1.0,2026-09-02 12:36:57,a,1,22.0
A002555,S031,Q0108,RNN,5.0,2026-09-02 12:37:57,b,1,47.0
A003225,S039,Q0131,NLP,1.0,2026-09-02 12:49:57,b,0,44.0
A003052,S037,Q0068,ML,2.0,2026-09-02 13:12:57,b,1,27.0
A000031,S001,Q0123,NLP,3.0,2026-09-02 13:12:57,a,1,
A002314,S028,Q0102,RNN,2.0,2026-09-02 13:16:57,a,1,21.0
A001398,S017,Q0100,RNN,3.0,2026-09-02 13:18:57,b,1,42.0
A001565,S019,Q0007,Math_Basics,5.0,2026-09-02 13:18:57,d,0,58.0
A000551,S007,Q0020,Python,2.0,2026-09-02 13:19:57,a,0,47.0
A001903,S023,Q0055,AI_Basics,3.0,2026-09-02 13:26:57,a,1,38.0
