attempt_id,student_id,question_id,topic,difficulty,timestamp,selected_option,is_correct,time_taken_seconds,prerequisite_topics,correct_option,grade,exam_goal,available_minutes_per_day,days_since_attempt,recency_weight,time_taken_bucket,attempt_order_in_topic
A000309,S004,Q0020,Python,2.0,2026-09-08 23:40:57,b,0,18.0,,c,10,General_Practice,60,9.689180658564814,0.5108890551593469,fast,5
A000312,S004,Q0022,Python,4.0,2026-09-09 12:46:57,a,1,47.0,,a,10,General_Practice,60,9.143347325231481,0.5305884836334694,normal,6
A000318,S004,Q0017,Python,2.0,2026-09-10 15:21:57,b,1,25.0,,b,10,General_Practice,60,8.035708436342592,0.5729293520930998,fast,7
A000336,S004,Q0021,Python,5.0,2026-09-17 12:52:57,a,0,50.0,,b,10,General_Practice,60,1.1391806585648148,0.924075051415565,fast,8
A000259,S004,Q0103,RNN,3.0,2026-08-28 12:46:57,b,1,37.0,Neural_Networks,b,10,General_Practice,60,21.14334732523148,0.23095205165277655,normal,1
A000255,S004,Q0103,RNN,3.0,2026-08-28 15:38:57,b,1,32.0,Neural_Networks,b,10,General_Practice,60,21.023902880787038,0.23287210059436,fast,2
A000277,S004,Q0102,RNN,2.0,2026-08-31 15:52:57,a,1,35.0,Neural_Networks,a,10,General_Practice,60,18.014180658564815,0.28689245538565644,normal,3
A000286,S004,Q0105,RNN,4.0,2026-09-03 08:34:57,a,0,51.0,Neural_Networks,b,10,General_Practice,60,15.318347325231482,0.3458372722636545,normal,4
A000292,S004,Q0097,RNN,2.0,2026-09-03 18:56:57,d,0,32.0,Neural_Networks,b,10,General_Practice,60,14.886402880787037,0.3563482419461093,normal,5
A000328,S004,Q0104,RNN,2.0,2026-09-13 01:57:57,b,1,33.0,Neural_Networks,b,10,General_Practice,60,5.594041769675926,0.6785823556613425,normal,6
A000329,S004,Q0105,RNN,4.0,2026-09-14 02:13:57,b,1,50.0,Neural_Networks,b,10,General_Practice,60,4.582930658564815,0.7278469062822416,normal,7
A000333,S004,Q0106,RNN,5.0,2026-09-16 15:04:57,a,0,61.0,Neural_Networks,b,10,General_Practice,60,2.047513991898148,0.8676881916539317,normal,8
A000263,S004,Q0039,Statistics,3.0,2026-08-30 02:52:57,d,0,36.0,Math_Basics,b,10,General_Practice,60,19.555847325231483,0.25781627923891176,normal,1
A000280,S004,Q0042,Statistics,5.0,2026-09-03 01:06:57,d,0,57.0,Math_Basics,b,10,General_Practice,60,15.629458436342592,0.3384592747213501,normal,2
A000290,S004,Q0038,Statistics,2.0,2026-09-03 06:05:57,b,1,34.0,Math_Basics,b,10,General_Practice,60,15.421819547453703,0.3433657498508789,normal,3
A000302,S004,Q0041,Statistics,4.0,2026-09-06 19:49:57,b,1,52.0,Math_Basics,b,10,General_Practice,60,11.849597325231482,0.4398368142019095,normal,4
A000316,S004,Q0045,Statistics,1.0,2026-09-10 22:10:57,b,1,24.0,Math_Basics,b,10,General_Practice,60,7.751680658564815,0.5843205502585296,normal,5
A000343,S005,Q0052,AI_Basics,3.0,2026-08-28 10:10:57,a,0,46.0,Python;Math_Basics,b,9,Coding_Interview,45,21.251680658564815,0.2292243059035607,slow,1
A000339,S005,Q0057,AI_Basics,1.0,2026-08-29 01:18:57,d,0,27.0,Python;Math_Basics,a,9,Coding_Interview,45,20.62112510300926,0.2394651288525382,slow,2
A000358,S005,Q0055,AI_Basics,3.0,2026-09-01 06:29:57,a,1,45.0,Python;Math_Basics,a,9,Coding_Interview,45,17.405152880787035,0.299262769237257,normal,3
A000372,S005,Q0050,AI_Basics,3.0,2026-09-04 22:23:57,b,1,52.0,Python;Math_Basics,b,9,Coding_Interview,45,13.742652880787036,0.3857491042763135,slow,4
A000376,S005,Q0049,AI_Basics,4.0,2026-09-05 13:50:57,c,0,64.0,Python;Math_Basics,a,9,Coding_Interview,45,13.098902880787037,0.40335155192217853,slow,5
A000378,S005,Q0058,AI_Basics,5.0,2026-09-05 19:16:57,c,0,81.0,Python;Math_Basics,b,9,Coding_Interview,45,12.872513991898147,0.40973089926792783,slow,6
A000388,S005,Q0052,AI_Basics,3.0,2026-09-08 01:37:57,a,0,43.0,Python;Math_Basics,b,9,Coding_Interview,45,10.607930658564815,0.4793684729246055,normal,7
A000391,S005,Q0059,AI_Basics,4.0,2026-09-08 06:51:57,c,0,58.0,Python;Math_Basics,a,9,Coding_Interview,45,10.38987510300926,0.4866689002507388,slow,8
A000390,S005,Q0058,AI_Basics,5.0,2026-09-08 09:21:57,a,0,70.0,Python;Math_Basics,b,9,Coding_Interview,45,10.285708436342592,0.49019550371841236,slow,9
A000402,S005,Q0057,AI_Basics,1.0,2026-09-13 12:10:57,a,1,22.0,Python;Math_Basics,a,9,Coding_Interview,45,5.1683473252314815,0.6989035440156929,normal,10
A000409,S005,Q0052,AI_Basics,3.0,2026-09-15 04:10:57,b,1,43.0,Python;Math_Basics,b,9,Coding_Interview,45,3.501680658564815,0.7844927035865347,normal,11
A000338,S005,Q0091,CNN,2.0,2026-08-28 20:10:57,d,0,50.0,Neural_Networks,b,9,Coding_Interview,45,20.835013991898148,0.23594109075958708,slow,1
A000353,S005,Q0090,CNN,1.0,2026-08-30 17:38:57,c,0,32.0,Neural_Networks,a,9,Coding_Interview,45,18.940569547453702,0.2690494094480051,slow,2
A000355,S005,Q0085,CNN,5.0,2026-08-31 20:12:57,d,0,63.0,Neural_Networks,b,9,Coding_Interview,45,17.833625103009258,0.29050552151589787,normal,3
A000374,S005,Q0096,CNN,3.0,2026-09-04 13:41:57,d,0,55.0,Neural_Networks,b,9,Coding_Interview,45,14.105152880787037,0.3761773034276715,slow,4
A000373,S005,Q0094,CNN,5.0,2026-09-04 15:15:57,d,0,69.0,Neural_Networks,a,9,Coding_Interview,45,14.039875103009258,0.3778832534756844,slow,5
A000393,S005,Q0093,CNN,4.0,2026-09-09 05:33:57,a,0,53.0,Neural_Networks,b,9,Coding_Interview,45,9.444041769675925,0.519644116750137,normal,6
A000397,S005,Q0089,CNN,1.0,2026-09-11 04:26:57,b,1,43.0,Neural_Networks,b,9,Coding_Interview,45,7.4905695474537035,0.5949923585687503,slow,7
A000351,S005,Q0033,Data_Structures,2.0,2026-08-29 04:15:57,b,1,48.0,Python,b,9,Coding_Interview,45,20.49820843634259,0.2415140720043127,slow,1
A000345,S005,Q0034,Data_Structures,3.0,2026-08-29 19:47:57,c,0,47.0,Python,b,9,Coding_Interview,45,19.85098621412037,0.2525955938104709,slow,2
A000365,S005,Q0033,Data_Structures,2.0,2026-09-02 15:37:57,b,1,43.0,Python,b,9,Coding_Interview,45,16.024597325231483,0.32931503092558795,slow,3
A000362,S005,Q0036,Data_Structures,4.0,2026-09-03 00:29:57,b,1,63.0,Python,b,9,Coding_Interview,45,15.655152880787037,0.33785701415257435,slow,4
A000381,S005,Q0025,Data_Structures,4.0,2026-09-06 04:39:57,c,1,53.0,Python,c,9,Coding_Interview,45,12.481541769675925,0.420986484698406,normal,5
A000385,S005,Q0035,Data_Structures,4.0,2026-09-07 17:56:57,d,0,59.0,Python,c,9,Coding_Interview,45,10.928069547453703,0.46884828004495693,slow,6
A000407,S005,Q0034,Data_Structures,3.0,2026-09-14 16:07:57,c,0,35.0,Python,b,9,Coding_Interview,45,4.003763991898149,0.7576605837919367,normal,7
A000408,S005,Q0031,Data_Structures,3.0,2026-09-14 19:14:57,c,1,38.0,Python,c,9,Coding_Interview,45,3.8739028807870373,0.764511289955581,normal,8
A000340,S005,Q0117,LSTM,5.0,2026-08-28 23:40:57,a,0,76.0,RNN,b,9,Coding_Interview,45,20.689180658564815,0.23833817173936916,slow,1
A000366,S005,Q0116,LSTM,1.0,2026-09-02 20:34:57,b,1,31.0,RNN,b,9,Coding_Interview,45,15.818347325231482,0.3340567851757368,slow,2
A000375,S005,Q0109,LSTM,4.0,2026-09-05 23:08:57,b,0,51.0,RNN,a,9,Coding_Interview,45,12.711402880787036,0.41433216050716015,normal,3
A000382,S005,Q0116,LSTM,1.0,2026-09-07 06:45:57,b,1,24.0,RNN,b,9,Coding_Interview,45,11.394041769675926,0.45394701591548986,normal,4
A000387,S005,Q0117,LSTM,5.0,2026-09-07 06:48:57,c,0,63.0,RNN,b,9,Coding_Interview,45,11.391958436342593,0.45401257316842136,normal,5
A000394,S005,Q0118,LSTM,4.0,2026-09-09 12:39:57,a,0,55.0,RNN,b,9,Coding_Interview,45,9.148208436342593,0.5304097337927676,slow,6
A000396,S005,Q0116,LSTM,1.0,2026-09-10 09:14:57,b,1,26.0,RNN,b,9,Coding_Interview,45,8.290569547453703,0.5628970705672639,normal,7
A000359,S005,Q0070,ML,5.0,2026-09-02 01:54:57,c,0,48.0,AI_Basics;Statistics,b,9,Coding_Interview,45,16.59612510300926,0.3165241514731732,fast,1
A000368,S005,Q0071,ML,3.0,2026-09-03 10:56:57,d,0,36.0,AI_Basics;Statistics,b,9,Coding_Interview,45,15.21973621412037,0.3482092368516593,normal,2
A000370,S005,Q0064,ML,1.0,2026-09-03 18:38:57,c,0,32.0,AI_Basics;Statistics,a,9,Coding_Interview,45,14.898902880787036,0.35603962344019274,slow,3
A000400,S005,Q0070,ML,5.0,2026-09-11 09:11:57,c,0,58.0,AI_Basics;Statistics,b,9,Coding_Interview,45,7.2926528807870366,0.6032110289953917,normal,4
A000403,S005,Q0065,ML,1.0,2026-09-13 23:20:57,b,1,42.0,AI_Basics;Statistics,b,9,Coding_Interview,45,4.703069547453704,0.7218110054363217,slow,5
A000342,S005,Q0012,Math_Basics,4.0,2026-08-28 06:22:57,d,0,45.0,,a,9,Coding_Interview,45,21.410013991898147,0.22672236234774862,normal,1
A000337,S005,Q0007,Math_Basics,5.0,2026-08-29 01:21:57,d,0,60.0,,c,9,Coding_Interview,45,20.619041769675924,0.2394997114700466,normal,2
A000349,S005,Q0009,Math_Basics,2.0,2026-08-29 05:21:57,a,1,26.0,,a,9,Coding_Interview,45,20.45237510300926,0.24228256406980037,fast,3
A000346,S005,Q0007,Math_Basics,5.0,2026-08-29 05:59:57,a,0,53.0,,c,9,Coding_Interview,45,20.42598621412037,0.24272613796507705,normal,4
A000348,S005,Q0001,Math_Basics,5.0,2026-08-29 07:53:57,b,0,56.0,,c,9,Coding_Interview,45,20.346819547453702,0.2440617382040704,normal,5
A000344,S005,Q0004,Math_Basics,2.0,2026-08-30 01:03:57,b,1,38.0,,b,9,Coding_Interview,45,19.631541769675927,0.25646712691253837,slow,6
A000352,S005,Q0004,Math_Basics,2.0,2026-08-30 14:13:57,b,1,40.0,,b,9,Coding_Interview,45,19.082930658564816,0.26640756108152647,slow,7
A000356,S005,Q0011,Math_Basics,1.0,2026-09-01 02:22:57,c,1,21.0,,c,9,Coding_Interview,45,17.576680658564815,0.29572578259042415,normal,8
A000367,S005,Q0004,Math_Basics,2.0,2026-09-03 06:55:57,b,1,33.0,,b,9,Coding_Interview,45,15.387097325231482,0.34419314443246346,normal,9
A000369,S005,Q0001,Math_Basics,5.0,2026-09-03 19:37:57,c,1,55.0,,c,9,Coding_Interview,45,14.857930658564815,0.35705220532366505,normal,10
A000371,S005,Q0012,Math_Basics,4.0,2026-09-05 01:32:57,d,0,48.0,,a,9,Coding_Interview,45,13.611402880787036,0.38927449052746826,normal,11
A000395,S005,Q0125,NLP,1.0,2026-09-10 18:51:57,a,1,12.0,LSTM,a,9,Coding_Interview,45,7.889875103009259,0.5787501188287282,fast,1
A000399,S005,Q0131,NLP,1.0,2026-09-11 18:32:57,a,1,24.0,LSTM,a,9,Coding_Interview,45,6.903069547453703,0.6197219809080095,normal,2
A000379,S005,Q0083,Neural_Networks,4.0,2026-09-06 21:31:57,a,0,51.0,ML,b,9,Coding_Interview,45,11.778763991898147,0.4420016317600119,normal,1
A000392,S005,Q0073,Neural_Networks,5.0,2026-09-08 06:59:57,c,0,61.0,ML,a,9,Coding_Interview,45,10.384319547453703,0.4868563436589836,normal,2
A000404,S005,Q0074,Neural_Networks,3.0,2026-09-13 15:33:57,c,0,51.0,ML,b,9,Coding_Interview,45,5.02737510300926,0.7057663199670233,slow,3
A000354,S005,Q0013,Python,2.0,2026-08-31 08:00:57,b,1,39.0,,b,9,Coding_Interview,45,18.34195843634259,0.2804477971911107,slow,1
A000364,S005,Q0020,Python,2.0,2026-09-02 17:07:57,c,1,33.0,,c,9,Coding_Interview,45,15.96209732523148,0.3307447742925936,normal,2
A000377,S005,Q0015,Python,2.0,2026-09-05 15:57:57,b,1,29.0,,b,9,Coding_Interview,45,13.010708436342592,0.40582486194298173,normal,3
A000406,S005,Q0018,Python,1.0,2026-09-14 04:30:57,b,1,26.0,,b,9,Coding_Interview,45,4.487791769675926,0.7326625721540151,normal,4
A000410,S005,Q0020,Python,2.0,2026-09-15 08:00:57,c,1,43.0,,c,9,Coding_Interview,45,3.3419584363425927,0.7932261566506559,slow,5
A000412,S005,Q0021,Python,5.0,2026-09-16 06:07:57,c,0,57.0,,b,9,Coding_Interview,45,2.4204306585648148,0.8455470465953483,normal,6
A000350,S005,Q0104,RNN,2.0,2026-08-29 17:59:57,b,1,42.0,Neural_Networks,b,9,Coding_Interview,45,19.92598621412037,0.25128585673472725,slow,1
A000357,S005,Q0103,RNN,3.0,2026-08-31 09:40:57,b,1,67.0,Neural_Networks,b,9,Coding_Interview,45,18.272513991898148,0.2818009930635188,slow,2
A000360,S005,Q0104,RNN,2.0,2026-09-01 05:53:57,a,0,38.0,Neural_Networks,b,9,Coding_Interview,45,17.430152880787038,0.2987446354337855,slow,3
A000380,S005,Q0099,RNN,2.0,2026-09-06 08:37:57,a,1,39.0,Neural_Networks,a,9,Coding_Interview,45,12.316263991898147,0.4258371145247568,slow,4
A000389,S005,Q0105,RNN,4.0,2026-09-08 22:44:57,c,0,68.0,Neural_Networks,b,9,Coding_Interview,45,9.728069547453703,0.509513771160235,slow,5
A000398,S005,Q0099,RNN,2.0,2026-09-11 05:16:57,d,0,52.0,Neural_Networks,a,9,Coding_Interview,45,7.455847325231481,0.5964260876281507,slow,6
A000405,S005,Q0103,RNN,3.0,2026-09-14 20:43:57,b,1,55.0,Neural_Networks,b,9,Coding_Interview,45,3.812097325231482,0.7677935083667468,slow,7
A000413,S005,Q0105,RNN,4.0,2026-09-16 14:41:57,a,0,64.0,Neural_Networks,b,9,Coding_Interview,45,2.0634862141203705,0.8667280968739711,slow,8
A000341,S005,Q0037,Statistics,4.0,2026-08-28 12:41:57,d,0,56.0,Math_Basics,c,9,Coding_Interview,45,21.146819547453703,0.2308964737011013,slow,1
A000347,S005,Q0040,Statistics,3.0,2026-08-30 00:05:57,b,1,47.0,Math_Basics,b,9,Coding_Interview,45,19.671819547453705,0.25575210958054084,slow,2
A000361,S005,Q0037,Statistics,4.0,2026-09-01 14:48:57,a,0,55.0,Math_Basics,c,9,Coding_Interview,45,17.05862510300926,0.30653792686882964,slow,3
A000363,S005,Q0046,Statistics,3.0,2026-09-02 09:07:57,d,0,46.0,Math_Basics,c,9,Coding_Interview,45,16.295430658564815,0.32319055320754253,slow,4
A000383,S005,Q0039,Statistics,3.0,2026-09-07 05:39:57,d,0,42.0,Math_Basics,b,9,Coding_Interview,45,11.439875103009259,0.4525071488692488,normal,5
A000386,S005,Q0048,Statistics,4.0,2026-09-07 09:22:57,a,0,57.0,Math_Basics,b,9,Coding_Interview,45,11.285013991898147,0.4573905933396394,slow,6
A000384,S005,Q0043,Statistics,4.0,2026-09-07 13:11:57,a,0,57.0,Math_Basics,c,9,Coding_Interview,45,11.12598621412037,0.46246028428797514,slow,7
A000401,S005,Q0048,Statistics,4.0,2026-09-12 04:29:57,b,1,52.0,Math_Basics,b,9,Coding_Interview,45,6.48848621412037,0.6377891140359007,normal,8
A000416,S006,Q0057,AI_Basics,1.0,2026-08-28 03:59:57,a,1,23.0,Python;Math_Basics,a,12,Coding_Interview,45,21.509319547453703,0.2251671148032579,normal,1
A000425,S006,Q0051,AI_Basics,3.0,2026-08-29 11:34:57,b,1,29.0,Python;Math_Basics,b,12,Coding_Interview,45,20.193347325231482,0.2466718972880113,fast,2
A000433,S006,Q0050,AI_Basics,3.0,2026-08-31 02:54:57,b,1,27.0,Python;Math_Basics,b,12,Coding_Interview,45,18.554458436342593,0.27634724908930525,fast,3
A000435,S006,Q0059,AI_Basics,4.0,2026-09-01 02:08:57,a,1,54.0,Python;Math_Basics,a,12,Coding_Interview,45,17.586402880787038,0.29552656216252216,slow,4
A000444,S006,Q0060,AI_Basics,1.0,2026-09-01 20:40:57,b,1,21.0,Python;Math_Basics,b,12,Coding_Interview,45,16.814180658564815,0.31177603306329466,normal,5
A000463,S006,Q0056,AI_Basics,1.0,2026-09-04 14:45:57,b,1,16.0,Python;Math_Basics,b,12,Coding_Interview,45,14.060708436342592,0.37733796246988843,fast,6
A000494,S006,Q0053,AI_Basics,4.0,2026-09-10 00:29:57,b,1,39.0,Python;Math_Basics,b,12,Coding_Interview,45,8.655152880787037,0.5488503387423822,fast,7
A000496,S006,Q0055,AI_Basics,3.0,2026-09-10 03:58:57,a,1,39.0,Python;Math_Basics,a,12,Coding_Interview,45,8.510013991898148,0.5543997841197063,normal,8
A000518,S006,Q0051,AI_Basics,3.0,2026-09-17 20:32:57,b,1,38.0,Python;Math_Basics,b,12,Coding_Interview,45,0.8197362141203703,0.9447643151404245,normal,9
A000519,S006,Q0057,AI_Basics,1.0,2026-09-17 21:07:57,a,1,25.0,Python;Math_Basics,a,12,Coding_Interview,45,0.7954306585648148,0.9463573320318333,normal,10
A000460,S006,Q0091,CNN,2.0,2026-09-04 09:50:57,b,1,17.0,Neural_Networks,b,12,Coding_Interview,45,14.265569547453703,0.3720176680458451,fast,1
A000475,S006,Q0089,CNN,1.0,2026-09-05 16:37:57,b,1,21.0,Neural_Networks,b,12,Coding_Interview,45,12.982930658564815,0.4066069934374025,normal,2
A000478,S006,Q0085,CNN,5.0,2026-09-06 08:37:57,b,1,31.0,Neural_Networks,b,12,Coding_Interview,45,12.316263991898147,0.4258371145247568,fast,3
A000492,S006,Q0094,CNN,5.0,2026-09-09 14:03:57,a,1,42.0,Neural_Networks,a,12,Coding_Interview,45,9.089875103009259,0.5325587121438746,fast,4
A000497,S006,Q0093,CNN,4.0,2026-09-10 23:15:57,b,1,34.0,Neural_Networks,b,12,Coding_Interview,45,7.706541769675925,0.5861516292134973,fast,5
A000502,S006,Q0089,CNN,1.0,2026-09-11 10:33:57,b,1,14.0,Neural_Networks,b,12,Coding_Interview,45,7.235708436342592,0.6055966611295496,fast,6
A000503,S006,Q0090,CNN,1.0,2026-09-11 22:06:57,a,1,16.0,Neural_Networks,a,12,Coding_Interview,45,6.754458436342592,0.6261386904781959,fast,7
A000420,S006,Q0028,Data_Structures,5.0,2026-08-28 17:49:57,b,1,32.0,Python,b,12,Coding_Interview,45,20.932930658564814,0.23434516492411467,fast,1
A000419,S006,Q0026,Data_Structures,2.0,2026-08-28 21:28:57,a,1,20.0,Python,a,12,Coding_Interview,45,20.78084732523148,0.2368286077976124,fast,2
A000427,S006,Q0034,Data_Structures,3.0,2026-08-29 20:38:57,b,1,35.0,Python,b,12,Coding_Interview,45,19.815569547453702,0.253216451549012,normal,3
A000426,S006,Q0028,Data_Structures,5.0,2026-08-30 00:48:57,d,0,39.0,Python,b,12,Coding_Interview,45,19.64195843634259,0.2562820172207935,fast,4
A000437,S006,Q0034,Data_Structures,3.0,2026-08-31 14:23:57,b,1,26.0,Python,b,12,Coding_Interview,45,18.07598621412037,0.2856660270701913,fast,5
A000442,S006,Q0034,Data_Structures,3.0,2026-09-01 22:49:57,b,1,22.0,Python,b,12,Coding_Interview,45,16.724597325231482,0.3137180117867294,fast,6
A000458,S006,Q0027,Data_Structures,2.0,2026-09-03 09:16:57,b,1,27.0,Python,b,12,Coding_Interview,45,15.289180658564815,0.3465371515374111,fast,7
A000476,S006,Q0033,Data_Structures,2.0,2026-09-06 10:53:57,b,1,20.0,Python,b,12,Coding_Interview,45,12.221819547453704,0.4286339549853613,fast,8
A000488,S006,Q0034,Data_Structures,3.0,2026-09-08 12:57:57,b,1,28.0,Python,b,12,Coding_Interview,45,10.135708436342592,0.49531875579357754,fast,9
A000495,S006,Q0036,Data_Structures,4.0,2026-09-09 03:50:57,b,1,22.0,Python,b,12,Coding_Interview,45,9.515569547453703,0.5170741349201785,fast,10
A000491,S006,Q0036,Data_Structures,4.0,2026-09-10 03:04:57,b,1,23.0,Python,b,12,Coding_Interview,45,8.547513991898148,0.5529606029359757,fast,11
A000507,S006,Q0033,Data_Structures,2.0,2026-09-13 14:10:57,b,1,13.0,Python,b,12,Coding_Interview,45,5.0850139918981485,0.7029522510582897,fast,12
A000441,S006,Q0110,LSTM,2.0,2026-08-31 14:29:57,a,1,26.0,RNN,a,12,Coding_Interview,45,18.071819547453703,0.2857485425691753,fast,1
A000438,S006,Q0118,LSTM,4.0,2026-08-31 14:52:57,b,1,37.0,RNN,b,12,Coding_Interview,45,18.055847325231483,0.28606507284561544,fast,2
A000445,S006,Q0112,LSTM,3.0,2026-09-01 19:32:57,a,1,25.0,RNN,a,12,Coding_Interview,45,16.861402880787036,0.31075719763788495,fast,3
A000448,S006,Q0113,LSTM,5.0,2026-09-02 05:09:57,c,0,49.0,RNN,b,12,Coding_Interview,45,16.460708436342593,0.31950915089780524,fast,4
A000456,S006,Q0117,LSTM,5.0,2026-09-03 13:01:57,b,1,50.0,RNN,b,12,Coding_Interview,45,15.132930658564815,0.35031069370804346,fast,5
A000455,S006,Q0111,LSTM,1.0,2026-09-03 21:29:57,a,1,20.0,RNN,a,12,Coding_Interview,45,14.780152880787037,0.35898232353999326,fast,6
A000489,S006,Q0112,LSTM,3.0,2026-09-08 22:15:57,a,1,32.0,RNN,a,12,Coding_Interview,45,9.748208436342592,0.5088030261682671,fast,7
A000490,S006,Q0119,LSTM,4.0,2026-09-09 20:50:57,b,1,40.0,RNN,b,12,Coding_Interview,45,8.80723621412037,0.543094959461804,fast,8
A000493,S006,Q0118,LSTM,4.0,2026-09-09 21:59:57,b,1,47.0,RNN,b,12,Coding_Interview,45,8.759319547453703,0.5449017559970079,normal,9
A000501,S006,Q0118,LSTM,4.0,2026-09-11 14:50:57,c,0,39.0,RNN,b,12,Coding_Interview,45,7.05723621412037,0.6131348776620055,fast,10
A000500,S006,Q0115,LSTM,4.0,2026-09-11 17:48:57,a,1,47.0,RNN,a,12,Coding_Interview,45,6.933625103009259,0.6184108298791694,normal,11
A000508,S006,Q0120,LSTM,5.0,2026-09-13 04:42:57,c,0,50.0,RNN,b,12,Coding_Interview,45,5.479458436342593,0.6839933274380984,fast,12
A000509,S006,Q0117,LSTM,5.0,2026-09-14 15:28:57,b,1,44.0,RNN,b,12,Coding_Interview,45,4.030847325231481,0.7562395817917035,fast,13
A000417,S006,Q0061,ML,3.0,2026-08-28 10:10:57,b,1,35.0,AI_Basics;Statistics,b,12,Coding_Interview,45,21.251680658564815,0.2292243059035607,normal,1
A000423,S006,Q0068,ML,2.0,2026-08-29 19:48:57,b,1,11.0,AI_Basics;Statistics,b,12,Coding_Interview,45,19.850291769675927,0.2526077528478069,fast,2
A000461,S006,Q0061,ML,3.0,2026-09-04 14:32:57,b,1,27.0,AI_Basics;Statistics,b,12,Coding_Interview,45,14.06973621412037,0.3771019141319732,fast,3
A000485,S006,Q0071,ML,3.0,2026-09-07 14:58:57,b,1,24.0,AI_Basics;Statistics,b,12,Coding_Interview,45,11.051680658564814,0.4648483159384098,fast,4
A000428,S006,Q0003,Math_Basics,1.0,2026-08-29 11:13:57,b,1,19.0,,b,12,Coding_Interview,45,20.207930658564816,0.24642267753839558,fast,1
A000434,S006,Q0009,Math_Basics,2.0,2026-08-30 19:12:57,a,1,35.0,,a,12,Coding_Interview,45,18.875291769675925,0.2702695384903036,normal,2
A000439,S006,Q0010,Math_Basics,2.0,2026-08-31 10:58:57,b,1,19.0,,b,12,Coding_Interview,45,18.21834732523148,0.28286101691045085,fast,3
A000499,S006,Q0007,Math_Basics,5.0,2026-09-10 19:24:57,c,1,45.0,,c,12,Coding_Interview,45,7.866958436342593,0.5796701721086283,fast,4
A000516,S006,Q0009,Math_Basics,2.0,2026-09-16 23:43:57,a,1,22.0,,a,12,Coding_Interview,45,1.6870973252314814,0.8896379689866267,fast,5
A000514,S006,Q0004,Math_Basics,2.0,2026-09-16 23:54:57,b,1,26.0,,b,12,Coding_Interview,45,1.6794584363425926,0.8901091458381969,fast,6
A000520,S006,Q0010,Math_Basics,2.0,2026-09-17 16:07:57,b,1,26.0,,b,12,Coding_Interview,45,1.003763991898148,0.9327895949470908,fast,7
A000432,S006,Q0131,NLP,1.0,2026-08-31 02:59:57,a,1,26.0,LSTM,a,12,Coding_Interview,45,18.55098621412037,0.27641376727301453,normal,1
A000436,S006,Q0130,NLP,2.0,2026-09-01 02:31:57,a,1,32.0,LSTM,a,12,Coding_Interview,45,17.570430658564813,0.295853923777653,normal,2
A000451,S006,Q0124,NLP,2.0,2026-09-02 10:56:57,a,1,32.0,LSTM,a,12,Coding_Interview,45,16.21973621412037,0.32489070594045233,normal,3
A000459,S006,Q0129,NLP,1.0,2026-09-03 20:10:57,b,1,31.0,LSTM,b,12,Coding_Interview,45,14.835013991898148,0.3576198199848395,slow,4
A000466,S006,Q0131,NLP,1.0,2026-09-04 12:44:57,a,1,12.0,LSTM,a,12,Coding_Interview,45,14.14473621412037,0.37514659752956586,fast,5
A000473,S006,Q0121,NLP,3.0,2026-09-05 09:33:57,a,1,36.0,LSTM,a,12,Coding_Interview,45,13.277375103009259,0.39839252667689207,normal,6
A000472,S006,Q0128,NLP,1.0,2026-09-06 01:27:57,b,1,13.0,LSTM,b,12,Coding_Interview,45,12.61487510300926,0.4171136672155537,fast,7
A000480,S006,Q0126,NLP,2.0,2026-09-06 21:39:57,b,1,32.0,LSTM,b,12,Coding_Interview,45,11.773208436342593,0.4421718713053458,normal,8
A000484,S006,Q0131,NLP,1.0,2026-09-07 09:41:57,a,1,26.0,LSTM,a,12,Coding_Interview,45,11.271819547453703,0.45780910003460434,normal,9
A000506,S006,Q0132,NLP,3.0,2026-09-12 16:01:57,a,1,34.0,LSTM,a,12,Coding_Interview,45,6.007930658564815,0.6593913808055843,fast,10
A000513,S006,Q0125,NLP,1.0,2026-09-16 07:27:57,a,1,23.0,LSTM,a,12,Coding_Interview,45,2.3648751030092594,0.848809371380608,normal,11
A000418,S006,Q0081,Neural_Networks,5.0,2026-08-28 17:37:57,b,1,45.0,ML,b,12,Coding_Interview,45,20.941263991898147,0.2342098409356901,fast,1
A000429,S006,Q0084,Neural_Networks,1.0,2026-08-30 05:08:57,b,1,16.0,ML,b,12,Coding_Interview,45,19.461402880787038,0.25950958162281185,fast,2
A000450,S006,Q0079,Neural_Networks,5.0,2026-09-02 05:52:57,b,1,47.0,ML,b,12,Coding_Interview,45,16.430847325231483,0.3201711604525614,fast,3
A000467,S006,Q0078,Neural_Networks,3.0,2026-09-04 19:28:57,b,1,34.0,ML,b,12,Coding_Interview,45,13.864180658564814,0.38251333123314146,fast,4
A000469,S006,Q0082,Neural_Networks,2.0,2026-09-06 02:51:57,b,1,12.0,ML,b,12,Coding_Interview,45,12.556541769675926,0.4188036215728908,fast,5
A000483,S006,Q0079,Neural_Networks,5.0,2026-09-07 05:11:57,b,1,45.0,ML,b,12,Coding_Interview,45,11.459319547453703,0.45189767679693027,fast,6
A000487,S006,Q0082,Neural_Networks,2.0,2026-09-08 13:37:57,b,1,22.0,ML,b,12,Coding_Interview,45,10.107930658564815,0.4962733656142492,fast,7
A000504,S006,Q0075,Neural_Networks,5.0,2026-09-12 09:30:57,d,0,39.0,ML,b,12,Coding_Interview,45,6.279458436342592,0.6470971177320973,fast,8
